site_id,class,zone,cluster,governorate,lat,lon,ground_elev_m,site_type,local_bldg_height_mean_m,local_bldg_height_max_m,built_fraction,antenna_height_agl_m,sectors,configuration,backhaul,hub,ring,is_hub
RUR-R-0025,R,Karak-Tafilah plateau,Rural,Tafilah,30.88280,35.79262,935,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0026,R,Karak-Tafilah plateau,Rural,Tafilah,30.88280,35.83988,922,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0027,R,Karak-Tafilah plateau,Rural,Tafilah,30.91804,35.59130,868,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0028,R,Karak-Tafilah plateau,Rural,Tafilah,30.91804,35.62722,1097,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0029,R,Karak-Tafilah plateau,Rural,Tafilah,30.91804,35.67448,1092,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0030,R,Karak-Tafilah plateau,Rural,Tafilah,30.91560,35.72457,971,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0031,R,Karak-Tafilah plateau,Rural,Tafilah,30.91560,35.77183,953,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0032,R,Karak-Tafilah plateau,Rural,Tafilah,30.91560,35.82476,871,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0033,R,Karak-Tafilah plateau,Rural,Karak,30.91560,35.87202,1010,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0034,R,Karak-Tafilah plateau,Rural,Tafilah,30.95329,35.60359,814,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0035,R,Karak-Tafilah plateau,Rural,Tafilah,30.95329,35.66219,768,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0036,R,Karak-Tafilah plateau,Rural,Tafilah,30.95085,35.70094,580,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0037,R,Karak-Tafilah plateau,Rural,Karak,30.95329,35.74820,562,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0038,R,Karak-Tafilah plateau,Rural,Karak,30.95329,35.80397,804,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0039,R,Karak-Tafilah plateau,Rural,Karak,30.94841,35.84555,1035,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0040,R,Karak-Tafilah plateau,Rural,Karak,30.95329,35.88714,986,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0041,R,Karak-Tafilah plateau,Rural,Karak,30.98365,35.58563,198,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0042,R,Karak-Tafilah plateau,Rural,Karak,30.98365,35.63289,320,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0043,R,Karak-Tafilah plateau,Rural,Karak,30.98853,35.68582,580,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0044,R,Karak-Tafilah plateau,Rural,Karak,30.99342,35.72741,996,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0045,R,Karak-Tafilah plateau,Rural,Karak,30.98853,35.76899,1119,Lattice tower,2.5,2.5,0.16,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0046,R,Karak-Tafilah plateau,Rural,Karak,30.98853,35.82760,1082,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0047,R,Karak-Tafilah plateau,Rural,Karak,30.98853,35.86351,1016,Lattice tower,4.7,9.6,0.92,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0048,R,Karak-Tafilah plateau,Rural,Karak,31.02866,35.60926,863,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0049,R,Karak-Tafilah plateau,Rural,Karak,31.02866,35.65652,1240,Lattice tower,2.5,2.5,0.6,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0050,R,Karak-Tafilah plateau,Rural,Karak,31.02622,35.70094,1250,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0051,R,Karak-Tafilah plateau,Rural,Karak,31.02378,35.74536,1166,Lattice tower,2.5,2.6,0.68,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0052,R,Karak-Tafilah plateau,Rural,Karak,31.02378,35.79262,1054,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0053,R,Karak-Tafilah plateau,Rural,Karak,31.02378,35.83988,998,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0054,R,Karak-Tafilah plateau,Rural,Karak,31.02378,35.89849,951,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0055,R,Karak-Tafilah plateau,Rural,Karak,31.05658,35.63572,1129,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0056,R,Karak-Tafilah plateau,Rural,Karak,31.05902,35.78034,1103,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0057,R,Karak-Tafilah plateau,Rural,Karak,31.05902,35.81625,1023,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0058,R,Karak-Tafilah plateau,Rural,Karak,31.05902,35.86351,950,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0059,R,Karak-Tafilah plateau,Rural,Karak,31.08938,35.60926,466,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0060,R,Karak-Tafilah plateau,Rural,Karak,31.09427,35.65652,1226,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0061,R,Karak-Tafilah plateau,Rural,Karak,31.08938,35.75104,1100,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0062,R,Karak-Tafilah plateau,Rural,Karak,31.09427,35.80397,1041,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0063,R,Karak-Tafilah plateau,Rural,Karak,31.09915,35.84555,1017,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0064,R,Karak-Tafilah plateau,Rural,Karak,31.09182,35.88998,1022,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0065,R,Karak-Tafilah plateau,Rural,Karak,31.12463,35.63289,1016,Lattice tower,2.5,2.5,0.08,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0066,R,Karak-Tafilah plateau,Rural,Karak,31.12951,35.67448,1228,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0067,R,Karak-Tafilah plateau,Rural,Karak,31.12707,35.72457,1144,Lattice tower,2.5,2.5,0.2,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0068,R,Karak-Tafilah plateau,Rural,Karak,31.12463,35.77467,963,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0069,R,Karak-Tafilah plateau,Rural,Karak,31.12707,35.82476,1012,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0070,R,Karak-Tafilah plateau,Rural,Karak,31.12463,35.86918,944,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0071,R,Karak-Tafilah plateau,Rural,Karak,31.12463,35.91644,879,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0072,R,Karak-Tafilah plateau,Rural,Karak,31.15987,35.60926,563,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0073,R,Karak-Tafilah plateau,Rural,Karak,31.16476,35.80397,909,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0074,R,Karak-Tafilah plateau,Rural,Karak,31.15987,35.84555,856,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0075,R,Karak-Tafilah plateau,Rural,Karak,31.16476,35.89849,827,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0076,R,Karak-Tafilah plateau,Rural,Karak,31.20000,35.63289,1091,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0077,R,Karak-Tafilah plateau,Rural,Karak,31.20000,35.76899,954,Lattice tower,2.5,2.5,0.44,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0078,R,Karak-Tafilah plateau,Rural,Karak,31.20000,35.81625,866,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0079,R,Karak-Tafilah plateau,Rural,Karak,31.20000,35.87486,719,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0080,R,Karak-Tafilah plateau,Rural,Karak,31.20000,35.92211,821,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0081,R,Karak-Tafilah plateau,Rural,Karak,31.23524,35.66219,513,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0082,R,Karak-Tafilah plateau,Rural,Karak,31.23036,35.70378,1025,Lattice tower,2.5,2.5,0.32,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0083,R,Karak-Tafilah plateau,Rural,Karak,31.23769,35.75387,989,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0084,R,Karak-Tafilah plateau,Rural,Karak,31.23524,35.79262,905,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0085,R,Karak-Tafilah plateau,Rural,Karak,31.24013,35.84555,821,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0086,R,Karak-Tafilah plateau,Rural,Karak,31.23524,35.88714,708,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0087,R,Karak-Tafilah plateau,Rural,Karak,31.27293,35.63572,677,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0088,R,Karak-Tafilah plateau,Rural,Karak,31.26561,35.68015,818,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0089,R,Karak-Tafilah plateau,Rural,Karak,31.27049,35.73024,974,Lattice tower,2.6,3.0,0.84,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0090,R,Karak-Tafilah plateau,Rural,Karak,31.26805,35.77183,918,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0091,R,Karak-Tafilah plateau,Rural,Karak,31.27049,35.82192,896,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0092,R,Karak-Tafilah plateau,Rural,Karak,31.27049,35.86351,813,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0093,R,Karak-Tafilah plateau,Rural,Karak,31.27049,35.92211,781,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0094,R,Karak-Tafilah plateau,Rural,Karak,31.30573,35.66219,577,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0095,R,Karak-Tafilah plateau,Rural,Karak,31.30818,35.70378,945,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0096,R,Karak-Tafilah plateau,Rural,Karak,31.30573,35.74536,932,Lattice tower,3.0,5.0,0.56,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0097,R,Karak-Tafilah plateau,Rural,Karak,31.30573,35.79262,875,Lattice tower,2.5,2.5,0.72,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0098,R,Karak-Tafilah plateau,Rural,Amman,31.30573,35.84555,793,Lattice tower,2.5,2.5,0.28,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0099,R,Karak-Tafilah plateau,Rural,Amman,31.30573,35.88714,796,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0100,R,Karak-Tafilah plateau,Rural,Karak,31.34098,35.63856,829,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0101,R,Karak-Tafilah plateau,Rural,Karak,31.34586,35.68015,942,Lattice tower,2.5,2.5,0.28,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0102,R,Karak-Tafilah plateau,Rural,Karak,31.34098,35.72173,903,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0103,R,Karak-Tafilah plateau,Rural,Karak,31.34098,35.77467,856,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0104,R,Karak-Tafilah plateau,Rural,Karak,31.33854,35.81909,845,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0105,R,Karak-Tafilah plateau,Rural,Amman,31.33854,35.86635,562,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0106,R,Karak-Tafilah plateau,Rural,Amman,31.34342,35.91361,804,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0107,R,Karak-Tafilah plateau,Rural,Karak,31.37134,35.65652,735,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0108,R,Karak-Tafilah plateau,Rural,Karak,31.37622,35.70945,929,Lattice tower,2.5,2.5,0.12,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0109,R,Karak-Tafilah plateau,Rural,Karak,31.38111,35.75104,961,Lattice tower,2.5,2.5,0.72,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0110,R,Karak-Tafilah plateau,Rural,Karak,31.37622,35.79262,831,Lattice tower,2.5,2.5,0.04,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0111,R,Karak-Tafilah plateau,Rural,Amman,31.37622,35.83988,712,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0112,R,Karak-Tafilah plateau,Rural,Amman,31.37134,35.89281,737,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0113,R,Karak-Tafilah plateau,Rural,Amman,31.37134,35.94007,743,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0114,R,Karak-Tafilah plateau,Rural,Karak,31.40902,35.67731,485,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0115,R,Karak-Tafilah plateau,Rural,Karak,31.40658,35.72741,867,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0116,R,Karak-Tafilah plateau,Rural,Karak,31.40902,35.77467,929,Lattice tower,2.5,2.5,0.72,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0117,R,Karak-Tafilah plateau,Rural,Karak,31.41147,35.81909,460,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0118,R,Karak-Tafilah plateau,Rural,Amman,31.40902,35.87202,586,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0119,R,Karak-Tafilah plateau,Rural,Amman,31.40658,35.91644,692,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0120,R,Karak-Tafilah plateau,Rural,Madaba,31.45159,35.65652,112,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0121,R,Karak-Tafilah plateau,Rural,Madaba,31.44915,35.70094,118,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0122,R,Karak-Tafilah plateau,Rural,Madaba,31.44183,35.75104,341,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0123,R,Karak-Tafilah plateau,Rural,Madaba,31.44183,35.79830,445,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0124,R,Karak-Tafilah plateau,Rural,Amman,31.44671,35.85123,401,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0125,R,Karak-Tafilah plateau,Rural,Amman,31.44183,35.89281,817,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0126,R,Karak-Tafilah plateau,Rural,Amman,31.44671,35.93440,762,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0127,R,North-west highlands,Rural,Madaba,31.48196,35.68582,172,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave 6-18 GHz XPIC 2x1G-4x1G,,,0
RUR-R-0128,R,North-west highlands,Rural,Madaba,31.48196,35.72173,811,Lattice tower,2.5,2.5,0.08,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
RUR-R-0129,R,North-west highlands,Rural,Madaba,31.47951,35.77183,752,Lattice tower,2.5,2.5,0.16,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Fiber (backbone add/drop spur),,,0
RUR-R-0130,R,North-west highlands,Rural,Madaba,31.48196,35.82760,757,Lattice tower,0.0,0.0,0.0,45,3,3-sector | n28 4T4R + n1/n3 4T4R + n78 8T8R 3x100 MHz,Microwave E-band 10G,,,0
